Date,Tweet ID,Text,Username,sentiment,label,score,Open,High,Low,Close,Adj Close,Volume
2021-04-09,1380578256383004677,"What oil companies will do to hide their crimes. The lawyer who took on Chevron's #pollution marks his 600th day under house arrest. Steven Donziger has been detained at home since Aug 2019, tbecause of his crusade on behalf of Indigenous #Amazonians https://t.co/TE5CI7BoLq",360onHistory,"[{'label': 'NEGATIVE', 'score': 0.9911871552467346}]",NEGATIVE,0.9911871552467346,103.120003,103.68,102.099998,102.919998,96.468773,7163700
2021-04-12,1381752743312900096,"First up, the oil and gas companies in direct relationships with Myanmar state enterprises among #USS equity holdings - Chevron, Total SE, Royal Dutch Shell, Eneos Holdings Inc, and Eni spA. 3/9",Jonathan_Saha,"[{'label': 'POSITIVE', 'score': 0.7394716143608093}]",POSITIVE,0.7394716143608093,103.669998,103.860001,101.510002,101.779999,95.40023,7845900
2021-04-12,1381752092252114945,"@Jarushub @betransformed__ @FinPlanKaluAja1 I am a Senior EIA Consultant ... And have participated in over 30 MAJOR projects in every oil producing state in the Niger Delta... across SPDC, Chevron, NPDC, Seven Energy (and even NIPP associated projects)  ... I  have put my mark on over 300 flow stations.. This is my 12th yr",OmonefeOgboru,"[{'label': 'POSITIVE', 'score': 0.998480498790741}]",POSITIVE,0.998480498790741,103.669998,103.860001,101.510002,101.779999,95.40023,7845900
2021-04-12,1381743970473115650,"#DidYouKnow 

Using the wrong viscosity oil is almost as bad as not using oil at all! Do you know what should be in your equipment? #AsktheExperts  

#yourequipmentmatters #agriculture #construction #farming #equipment #heavyduty #mining #oil #chevron https://t.co/ymScHy8v0P",OttsenOil,"[{'label': 'NEGATIVE', 'score': 0.9996706247329712}]",NEGATIVE,0.9996706247329712,103.669998,103.860001,101.510002,101.779999,95.40023,7845900
2021-04-12,1381726186615676928,@Thoughts_NJ @88EnergyLtd I wonder how much the possibility of a buy out will be. Noble was bought out for 5 billion by Chevron with approximate 2 billion barrels of oil. 88 is about half that (given that it is commercially viable with positive flow test). My estimate would make it 2.5 billion.,nari39111838,"[{'label': 'NEGATIVE', 'score': 0.9951990246772766}]",NEGATIVE,0.9951990246772766,103.669998,103.860001,101.510002,101.779999,95.40023,7845900
2021-04-12,1381718082280914946,Congratulations to @OGCInews and @Andium. Chevron is proud to be a member of the Oil and Gas Climate Initiative and support its $1B+ Climate Investments Fund.,Chevron,"[{'label': 'POSITIVE', 'score': 0.9995875954627991}]",POSITIVE,0.9995875954627992,103.669998,103.860001,101.510002,101.779999,95.40023,7845900
2021-04-13,1382118096689901569,"I just urged President Biden to stop oil companies bankrolling the #Myanmar military. 

@Chevron @Total #POSCO_OUT

#CivilDisobedienceMovement #NoBusinessWithGenocide #StandWithMyanmar @genocideno @rohingya_icr

Join me &amp; sign below! https://t.co/9hmFsaDpVm",rosapg7,"[{'label': 'NEGATIVE', 'score': 0.9940428137779236}]",NEGATIVE,0.9940428137779236,101.559998,102.599998,101.290001,102.239998,95.831398,6829900
2021-04-13,1382106590866726922,"MT @TheBreachMedia:  Natural Resources Minister @SeamusORegan chaired secret meetings w CEOs of Petronas, Cenovus, Suncor &amp; Chevron.

Justin Trudeau’s government formed a committee with Big Oil to discuss “new opportunities” for industry.

https://t.co/FvRpxD1kG3",Mivasair,"[{'label': 'POSITIVE', 'score': 0.7561783194541931}]",POSITIVE,0.7561783194541931,101.559998,102.599998,101.290001,102.239998,95.831398,6829900
2021-04-13,1382101038379982849,"I just urged President Biden to stop oil companies bankrolling the #Myanmar military. 

@Chevron @Total #POSCO_OUT

#CivilDisobedienceMovement #NoBusinessWithGenocide #StandWithMyanmar @genocideno @rohingya_icr

Join me &amp; sign below! https://t.co/hjzcrPszYO",mdymin,"[{'label': 'NEGATIVE', 'score': 0.9941840767860413}]",NEGATIVE,0.9941840767860411,101.559998,102.599998,101.290001,102.239998,95.831398,6829900
2021-04-13,1382085183046885381,"I just urged President Biden to stop oil companies bankrolling the #Myanmar military. 

@Chevron @Total #POSCO_OUT

#CivilDisobedienceMovement #NoBusinessWithGenocide #StandWithMyanmar @genocideno @rohingya_icr

Join me &amp; sign below! https://t.co/hqc4AkrnoH",StephanieCFoxJD,"[{'label': 'NEGATIVE', 'score': 0.9940259456634521}]",NEGATIVE,0.994025945663452,101.559998,102.599998,101.290001,102.239998,95.831398,6829900
2021-04-13,1382084931829043204,"Richmond Mayor Tom Butt was publicly optimistic about the response to a Chevron oil refinery spill. In private he offered a much more critical assessment. #ClimateEmergencyWeek

https://t.co/zu0wpodFiw",capitalandmain,"[{'label': 'POSITIVE', 'score': 0.8494112491607666}]",POSITIVE,0.8494112491607666,101.559998,102.599998,101.290001,102.239998,95.831398,6829900
2021-04-14,1382464112475656195,"CRUDE OIL SPILLAGE: ""WE WILL CRIPPLE YOUR OPERATIONS IF YOU DON'T RESPOND IN 24 HOURS"" - GBARAMATU YOUTHS WARN CHEVRON

@IAOkowa @Chevron @channelstv @MobilePunch @thecableng @MBuhari @NNPCgroup @ProfOsinbajo
WATCH FULL VIDEO..
https://t.co/lOZbAyaNxF",gbaramatuvoice,"[{'label': 'NEGATIVE', 'score': 0.9982985854148865}]",NEGATIVE,0.9982985854148864,102.650002,105.330002,102.599998,104.269997,97.734146,10194800
2021-04-14,1382460820206940162,"""Foreign oil and gas projects in Myanmar are 'a curse,'"" activist Aung Kyaw, speaking to @sjmichaels from @MotherJones. 

“If we cannot stop the oil and gas money, we will lose this democratic struggle.”

Join this protest at @Chevron's HQ Friday to hold them accountable.",randallbreanna,"[{'label': 'NEGATIVE', 'score': 0.997799813747406}]",NEGATIVE,0.997799813747406,102.650002,105.330002,102.599998,104.269997,97.734146,10194800
2021-04-14,1382446394884157441,"@LinkedIn My account, still restricted because of @Chevron ??? Such naughty boys ... . Oil all over the place ... @EcocideLaw ... no respect for human rights either ... #Myanmar https://t.co/CPO1UYHijb",AnnPauwels,"[{'label': 'NEGATIVE', 'score': 0.9995737671852112}]",NEGATIVE,0.9995737671852112,102.650002,105.330002,102.599998,104.269997,97.734146,10194800
2021-04-14,1382444458105393152,"@chigrl Initially Standard Oil of California (Chevron) concession, then a 50/50 JV between Chevron and Texaco (1936); Standard Oil of New Jersey (Exxon) and Standard of New York (Mobil) bought in 30%/10% respectively in 1948.  Saudi gov't nationalized in 1970s to create Saudi ARAMCO.",rbl1973,"[{'label': 'NEGATIVE', 'score': 0.9828190207481384}]",NEGATIVE,0.9828190207481384,102.650002,105.330002,102.599998,104.269997,97.734146,10194800
2021-04-14,1382432960419274756,"Myanmar’s generals are looking for funds to prop up their renewed dictatorship. They’re counting on money from oil &amp; gas. @Chevron is the biggest corporate investor in Myanmar. 

SIGN: Demand Chevron stop bankrolling the Myanmar military regime: https://t.co/qid9Dg3huC",350,"[{'label': 'NEGATIVE', 'score': 0.9953142404556274}]",NEGATIVE,0.9953142404556274,102.650002,105.330002,102.599998,104.269997,97.734146,10194800
2021-04-15,1382836274050912261,.@SDonziger #US #NY #NYC LIVE video was blocked? Spinning around here in #Oregon and #Connecticut in my #Twitter #notifications. We responded to #StevenDonziger This broadcast has ended. as he was LIVE #Video To #US #World on #Chevron #Oil #OilSpill in #Ecuador #Indigenous #Money,detous,"[{'label': 'NEGATIVE', 'score': 0.999030590057373}]",NEGATIVE,0.999030590057373,104.010002,104.269997,102.93,103.419998,96.937439,7860500
2021-04-15,1382831434109493251,"""When..D won a multibillion-$ lawsuit against the oil giant #Chevron,the company retaliated by setting out 2 destroy D's life. Now in his 20th month of house arrest on the orders of a Chevron-linked judge,his..story is a window into the corrupt&amp;corporate-captured US legal system""",okbelli,"[{'label': 'NEGATIVE', 'score': 0.9613180160522461}]",NEGATIVE,0.961318016052246,104.010002,104.269997,102.93,103.419998,96.937439,7860500
2021-04-15,1382831107238940676,"“Chevron is the first U.S. oil major to invest in offshore wind power after signing a deal with Norway’s Moreld to help develop the turbine technology of tech firm Ocergy, while European oil giants Shell, Equinor and Total have already waded deeply into offshore wind projects.”",mitsloanexperts,"[{'label': 'POSITIVE', 'score': 0.813834011554718}]",POSITIVE,0.813834011554718,104.010002,104.269997,102.93,103.419998,96.937439,7860500
2021-04-15,1382830242922962953,"The kafkaesque nightmare of attorney Steven Donziger, a literal prisoner in the Chevron Corporation

When the human rights lawyer won a multibillion-dollar lawsuit against the oil giant Chevron, the company retaliated by setting out to destroy his life

 https://t.co/ylRnCKOlG3",SocialistVoice,"[{'label': 'NEGATIVE', 'score': 0.9994598031044006}]",NEGATIVE,0.9994598031044006,104.010002,104.269997,102.93,103.419998,96.937439,7860500
2021-04-15,1382826054126043138,"""Greenhouse gas emissions

Oil firm bosses’ pay ‘incentivises them to undermine climate action’

Lucrative pay and share options linked to continued extraction of fossil fuels by ExxonMobil, Chevron, Shell and BP...""

#ClimateEMERGENCY
 😱 #FossilFools 😱
 https://t.co/mEovLnwFp0",Justice30,"[{'label': 'NEGATIVE', 'score': 0.9977572560310364}]",NEGATIVE,0.9977572560310364,104.010002,104.269997,102.93,103.419998,96.937439,7860500
2021-04-16,1383190081784193024,"Watch our interview with Steven Donziger: The lawyer who took on Chevron @SDonziger 
Hear how Big Oil is using the American justice system to persecute environmentalists:  https://t.co/OxpRiL6b5o via @YouTube",DivestPrinceton,"[{'label': 'POSITIVE', 'score': 0.770777702331543}]",POSITIVE,0.770777702331543,103.800003,104.360001,102.43,102.959999,96.506271,7459700
2021-04-16,1383176749572362242,"#Chevron invests in offshore wind for first time.Chevron’s venture capital unit invested in Ocergy Inc.’s floating offshore wind turbines.“To my knowledge, this is the first investment by a U.S. oil major in offshore wind” said Anthony Logan,a senior analyst at Wood Mackenzie Ltd",ChemEconomy,"[{'label': 'POSITIVE', 'score': 0.9968974590301514}]",POSITIVE,0.9968974590301514,103.800003,104.360001,102.43,102.959999,96.506271,7459700
2021-04-16,1383145846649200641,"Oil firm bosses’ pay ‘incentivises them to undermine climate action’ 

Lucrative pay and share options linked to continued extraction of fossil fuels by ExxonMobil, Chevron, Shell and BP

https://t.co/byQmOpwAdn",ConejoClimate,"[{'label': 'NEGATIVE', 'score': 0.9975583553314209}]",NEGATIVE,0.9975583553314208,103.800003,104.360001,102.43,102.959999,96.506271,7459700
2021-04-16,1383141675992715264,"@pixelmelter @Chevron Those costs are passed directly to the customer.

Which is why oil companies are okay with  carbon taxes, it never comes out of their pocket.",FreeReyes,"[{'label': 'NEGATIVE', 'score': 0.9983829259872437}]",NEGATIVE,0.9983829259872437,103.800003,104.360001,102.43,102.959999,96.506271,7459700
2021-04-16,1383141596967833600,"@pixelmelter @Chevron As part of the Renewable Fuel Standard Program started in 2005 all oil producers are “obligated parties” and essentially buy the equivalent of carbon offsets.

In places like California, Washington, and Oregon and their Low Carbon Fuel standards add even more cost.",FreeReyes,"[{'label': 'NEGATIVE', 'score': 0.9668281674385071}]",NEGATIVE,0.9668281674385072,103.800003,104.360001,102.43,102.959999,96.506271,7459700
2021-04-19,1384277606950838272,"We were pleased to present our newest spill response technology the RBS TRITON 20 oil skimming system at the Chevron &amp; California Department of Fish and Wildlife Response Technology Workshop (OSRP).

Check it out here:   https://t.co/hJEhey4ykT

#aquaguardspill",Aquaguardspill,"[{'label': 'POSITIVE', 'score': 0.9905029535293579}]",POSITIVE,0.990502953529358,103.269997,103.830002,102.209999,103.260002,96.787468,7068700
2021-04-19,1384276334017343495,"Why Shell, Chevron, other oil majors are leaving Nigeria https://t.co/fa0amNH2U1",Emenite2,"[{'label': 'NEGATIVE', 'score': 0.9979987740516663}]",NEGATIVE,0.9979987740516664,103.269997,103.830002,102.209999,103.260002,96.787468,7068700
2021-04-19,1384275659090890756,"#Chevron supports the Paris Agreement and is committed to addressing climate change while continuing to deliver #Energy that supports society.

Learn more about the oil and gas industry’s efforts to be part of the solution in this article. @APIenergy https://t.co/1mTunnKCJZ",ChevronColorado,"[{'label': 'POSITIVE', 'score': 0.9447755217552185}]",POSITIVE,0.9447755217552184,103.269997,103.830002,102.209999,103.260002,96.787468,7068700
2021-04-19,1384246031668318213,"""Oil firm bosses’ pay ‘incentivises them to undermine climate action’

Lucrative pay and share options linked to continued extraction of fossil fuels by ExxonMobil, Chevron, Shell and BP""

https://t.co/wH2JyM0eUA",BToneVibes,"[{'label': 'NEGATIVE', 'score': 0.9977371692657471}]",NEGATIVE,0.9977371692657472,103.269997,103.830002,102.209999,103.260002,96.787468,7068700
2021-04-19,1384240214248280064,"@RepMikeGarcia @SecretaryPete @HouseAppropsGOP @USDOT The GQP represents the Koch brothers, ExxonMobil, Chevron, Shell Oil, the American Petroleum Institute, and Delta Airlines, not the American people who want and need high-speed rail. Good grief, even South Korea has high-speed rail.

Read More: https://t.co/z1VlJXn832",kittywellington,"[{'label': 'NEGATIVE', 'score': 0.9923375248908997}]",NEGATIVE,0.9923375248908995,103.269997,103.830002,102.209999,103.260002,96.787468,7068700
2021-04-20,1384657089835020291,Chevron Richmond  refinery to be held accountable for Richmond city &amp; their oil spills. - Sign the Petition! https://t.co/TJXhxqjwSa via @Change,BaNaNaRitsu,"[{'label': 'NEGATIVE', 'score': 0.9776427745819092}]",NEGATIVE,0.9776427745819092,102.830002,102.989998,100.510002,101.330002,94.978447,9783800
2021-04-20,1384627960695517189,"An office building in Grand Junction is currently the headquarters for the U.S. Bureau of Land Management. Other tenants in the building include Chevron and the Colorado Oil and Gas Association.
https://t.co/8VKcrpEapV",NevadaCurrent,"[{'label': 'NEGATIVE', 'score': 0.679749608039856}]",NEGATIVE,0.679749608039856,102.830002,102.989998,100.510002,101.330002,94.978447,9783800
2021-04-20,1384603611242577920,Its in fact U.S. based oil and gas companies like Chevron that are helping to bankroll Myanmar’s military regime’s terror yet that doesn’t get the same scrutiny as China. This reminds me of when China was accused “legitimizing the Bolivian coup” to minimize role of CIA. 🙄,ComradeKimDawn,"[{'label': 'NEGATIVE', 'score': 0.5833631753921509}]",NEGATIVE,0.5833631753921509,102.830002,102.989998,100.510002,101.330002,94.978447,9783800
2021-04-20,1384593366973919236,"@Chevron The oil and gas industry have known the climate damaging effect of their business for the last 40 years. 
We are in a climate emergency and need change now. Net-zero in 2050 makes no sense.
We cannot allow the oil and gas industry to jeopardize our and other species' livelihoods",JanVejnaa,"[{'label': 'NEGATIVE', 'score': 0.998661994934082}]",NEGATIVE,0.998661994934082,102.830002,102.989998,100.510002,101.330002,94.978447,9783800
2021-04-20,1384578866044293120,@drvolts I mean... the best thing chevron can do for this couple (and especially their baby) is leave that oil in the ground.  🤷‍♂️🤷‍♂️🤷‍♂️,eking752002,"[{'label': 'NEGATIVE', 'score': 0.9925999641418457}]",NEGATIVE,0.9925999641418456,102.830002,102.989998,100.510002,101.330002,94.978447,9783800
2021-04-21,1385013644660936708,"If gas and oil companies like @Chevron and @totalpress suspended tax payments to the junta, the regime would be finished. 

As long as they don't do this, they're funding terrorism.

#Chevronsupportsgenocide
#Totalfundsterrorism
#ChevronfundsTerrorism

@fredidzak",randallbreanna,"[{'label': 'NEGATIVE', 'score': 0.9973245859146118}]",NEGATIVE,0.9973245859146118,100.330002,102.989998,100.139999,102.730003,96.290688,8264400
2021-04-21,1385013331610673157,@David_desJ @RepRoKhanna Chevron Richmond spilled 600 gallons of oil into the Bay two months ago. They also had a fire in 2012 that sent 15k people to the hospital. This one refinery alone has probably made a greater ecological impact in the Bay than the homeless. I think your outrage is misdirected.,sleepyheaded95,"[{'label': 'NEGATIVE', 'score': 0.9582181572914124}]",NEGATIVE,0.9582181572914124,100.330002,102.989998,100.139999,102.730003,96.290688,8264400
2021-04-21,1385008302766034953,"Why do we view oil as an enemy and not part of the solution? 

Given their role as an affordable form of energy and their role in biofuels. 

The implication on the lack of it and global wealth inequality.

@Chevron @exxonmobil @Siemens_Energy $CVX $XOM $SLB",thingstthink,"[{'label': 'NEGATIVE', 'score': 0.9944816827774048}]",NEGATIVE,0.9944816827774048,100.330002,102.989998,100.139999,102.730003,96.290688,8264400
2021-04-21,1384985445013012490,"Shell, Chevron, ExxonMobil, Total, other giant oil firms consider quitting Nigeria...",chukwunaeduya,"[{'label': 'NEGATIVE', 'score': 0.9969449639320374}]",NEGATIVE,0.9969449639320374,100.330002,102.989998,100.139999,102.730003,96.290688,8264400
2021-04-21,1384980688147927041,#Ecuador 's #Indigenous versus #Chevron 's toxic #oil agenda,47whitebuffalo,"[{'label': 'NEGATIVE', 'score': 0.9589094519615173}]",NEGATIVE,0.9589094519615172,100.330002,102.989998,100.139999,102.730003,96.290688,8264400
2021-04-22,1385381101598908417,"US oil companies are getting away with murder in South America.
@royaldutchshell @exxonmobil @Chevron",One_Spy_Girl,"[{'label': 'NEGATIVE', 'score': 0.9759142994880676}]",NEGATIVE,0.9759142994880676,102.870003,102.870003,100.870003,100.949997,94.622261,9899400
