Date,Tweet ID,Text,Username,Likes,sentiment,label,score,Open,High,Low,Close,Adj Close,Volume
2022-06-04 23:31:22+00:00,1533229956800593921,"@wolfekaylac @dadstories @NoLieWithBTC @Jim_Jordan 1/ Oil and gas companies are reaping unprecedented profits.
Shell made $19.3 billion in total profits in 2021.
In the first 3 months of 2022, ExxonMobil pocketed $5.5 billion after taxes; Chevron gained $6.3 billion; and ConocoPhillips made $5.8 billion.",kerry14c,0.0,"[{'label': 'POSITIVE', 'score': 0.9919426441192627}]",POSITIVE,0.9919426441192627,,,,,,
2022-06-04 23:30:12+00:00,1533229664776470530,And this @dnc driven regulation and ridiculous Eco-policies is the main reason gas prices will not stop rising any time soon. An artificial burden. @Chevron CEO says there may never be another oil refinery built in the U.S.  https://t.co/5WUllaLsIi,RightSideBiker,1.0,"[{'label': 'NEGATIVE', 'score': 0.9961126446723938}]",NEGATIVE,0.9961126446723938,,,,,,
2022-06-04 23:29:02+00:00,1533229371149910017,"Chevron CEO says there may never be another oil refinery built in the U.S.

https://t.co/x2d4EE5uN4

#Energy https://t.co/26v66NB4YD",bocvip,0.0,"[{'label': 'NEGATIVE', 'score': 0.984548807144165}]",NEGATIVE,0.984548807144165,,,,,,
2022-06-04 23:08:10+00:00,1533224119441014784,"How about a national stop work strike, and no gas purchases until the oil companies are held accountable? @nationalstrike @exxonmobil @bp_America @Shell @Chevron",MrHenry23265500,1.0,"[{'label': 'NEGATIVE', 'score': 0.9987597465515137}]",NEGATIVE,0.9987597465515137,,,,,,
2022-06-04 22:58:57+00:00,1533221800460619777,"@MarshaBlackburn ""ExxonMobil, the country's largest oil company, reported its net profit more than doubled to $5.5 billion from a year earlier...Meanwhile, Chevron reported its highest quarterly profit in nearly a decade, while Shell posted its highest earnings ever."" https://t.co/WOkpqiSxXU",rlteiken,1.0,"[{'label': 'NEGATIVE', 'score': 0.7052792310714722}]",NEGATIVE,0.7052792310714722,,,,,,
2022-06-04 22:51:58+00:00,1533220042548166656,"@MarshaBlackburn And yet every oil company made record making profits:
Shell: $9.1 billion
Chevron: $6.3 billion
BP: $6.2 billion
Exxon: $5.4 billion

But when we tried to legislate against price gouging, every GQP member of Congress voted ""No.""

Why? Because the GQP gotta blame Joe Biden.",fannyfae,5.0,"[{'label': 'NEGATIVE', 'score': 0.9926924109458923}]",NEGATIVE,0.9926924109458923,,,,,,
2022-06-04 22:50:38+00:00,1533219706613768192,"@laurenboebert Big Oil Greed- #Oil industry profits for the first 3 months of 2022:

BP = $6.2billion
ConocoPhillips = $8billion**
Chevron = $6.3billion
ExxonMobil = $5.48 billion
Shell = $9.1 billion",beavis1955,0.0,"[{'label': 'NEGATIVE', 'score': 0.9918302893638611}]",NEGATIVE,0.9918302893638611,,,,,,
2022-06-04 22:10:36+00:00,1533209632046448640,"Chevron CEO on Oil Demand, Costs, Refinery Closures https://t.co/IxBmhxvrnt via @YouTube",BFGriffin07,0.0,"[{'label': 'NEGATIVE', 'score': 0.9847466945648193}]",NEGATIVE,0.9847466945648193,,,,,,
2022-06-05 23:57:47+00:00,1533598992617156609,"President @NicolasMaduro said he has maintained ""permanent communication"" with the White House.

Maduro affirmed that the US allowing Chevron and other oil companies to negotiate future operations in Venezuela were ""slow but important steps."" https://t.co/a4nt0srjEf",geniuslawyer,0.0,"[{'label': 'POSITIVE', 'score': 0.9817594289779663}]",POSITIVE,0.9817594289779663,,,,,,
2022-06-05 23:46:59+00:00,1533596275756523521,Chevron CEO says there may never be another oil refinery built in the U.S.  https://t.co/6Xn8mBu1sc,nevastreet,0.0,"[{'label': 'NEGATIVE', 'score': 0.987643837928772}]",NEGATIVE,0.987643837928772,,,,,,
2022-06-05 23:34:58+00:00,1533593250065416192,"Let's hope Mr Wirth is wrong. It's time to get real, enviros are living in a fantasy land and Americans are paying the price, literally!

Chevron CEO says there may never be another oil refinery built in the U.S. https://t.co/VHedhD36KO #FoxBusiness",Dinodee18,0.0,"[{'label': 'NEGATIVE', 'score': 0.9881471991539001}]",NEGATIVE,0.9881471991539001,,,,,,
2022-06-05 23:32:57+00:00,1533592742378491909,"Oil is running energy is running and probably will for the rest of the year. Watch XLE, GUSH, XOM, CVX, OXY, OIH, watch the video by Chevron CEO https://t.co/B7hpRv7KaF. Also Saudi raises prices as China reopens",walstconsortium,15.0,"[{'label': 'NEGATIVE', 'score': 0.7867779731750488}]",NEGATIVE,0.7867779731750488,,,,,,
2022-06-05 23:31:45+00:00,1533592441693032451,"President @NicolasMaduro said he has maintained ""permanent communication"" with the White House since the March meeting. 

Maduro affirmed that the US allowing Chevron and other oil companies to negotiate future operations in Venezuela were ""slow but important steps."" https://t.co/HiUO0NDTy9",venanalysis,51.0,"[{'label': 'POSITIVE', 'score': 0.978303849697113}]",POSITIVE,0.978303849697113,,,,,,
2022-06-05 23:28:54+00:00,1533591722730692609,@Chevron Just produce oil output who gives a fuck on carbon emissions it’s a fucking joke in the first place. Al gore predicted Miami would be underwater by year 2000 and here it is 2022 and it’s not underwater,donald16127153,0.0,"[{'label': 'NEGATIVE', 'score': 0.9984673857688904}]",NEGATIVE,0.9984673857688904,,,,,,
2022-06-05 23:26:18+00:00,1533591071468376064,"ExxonMobil, Chevron and other major oil companies announced surging profits totaling more than $40 billion in the first quarter of the year",fletchasketch67,4.0,"[{'label': 'POSITIVE', 'score': 0.9741823077201843}]",POSITIVE,0.9741823077201843,,,,,,
2022-06-05 23:25:11+00:00,1533590789753913346,Chevron's CEO Says No More U.S. Oil Refineries. What Should Energy Investors Do? https://t.co/UEI6k4IRlG It fits their plan for reduced production to support higher prices and less drilling.,JosephJ50872959,0.0,"[{'label': 'NEGATIVE', 'score': 0.997962236404419}]",NEGATIVE,0.997962236404419,,,,,,
2022-06-05 23:19:58+00:00,1533589475275726848,Chevron CEO says there may never be another oil refinery built in the U.S.       Nice going Biden if we can’t Produced oil we’re finished as a country!!!! https://t.co/CivGcCkrbF,wahoo777111,3.0,"[{'label': 'NEGATIVE', 'score': 0.9914984107017517}]",NEGATIVE,0.9914984107017517,,,,,,
2022-06-05 23:17:43+00:00,1533588911859060737,"CEO of Chevron says he doesn't believe there will ever be another new oil refinery built in the U.S. Even if oil producers increased their production, there's not enough refining capacity to meet the demand for gasoline, jet fuel, diesel. https://t.co/v4mJnEVv9u",MagpieFl,0.0,"[{'label': 'NEGATIVE', 'score': 0.9976218342781067}]",NEGATIVE,0.9976218342781067,,,,,,
2022-06-06 23:43:28+00:00,1533957779538341888,"@intelquarterly Chevron's CEO explained this recently. As long as oil futures 2 years out are so low, there is little incentive to boost production more than already planned. And it would take at least two years for most investment* to have a significant effect.

@chigrl",CyberSecurity__,0.0,"[{'label': 'NEGATIVE', 'score': 0.9986794590950012}]",NEGATIVE,0.9986794590950012,,,,,,
2022-06-06 23:40:40+00:00,1533957075390414848,Chevron CEO says there may never be another oil refinery built in the US | Fox Business https://t.co/KIhK8X0N6t,SherryH886,1.0,"[{'label': 'NEGATIVE', 'score': 0.9898717999458313}]",NEGATIVE,0.9898717999458313,,,,,,
2022-06-06 23:40:06+00:00,1533956930674098176,"How Rockefeller's Standard Oil Trust became Chevron, ExxonMobil, BP, and Marathon https://t.co/I6PYdXGY2U",BreslowGroup,0.0,"[{'label': 'NEGATIVE', 'score': 0.9821915030479431}]",NEGATIVE,0.9821915030479431,,,,,,
2022-06-06 23:32:03+00:00,1533954905957969922,"@Jim_Jordan Tell me you’re completely unaware how oil is produced by opening your mealy mouth &amp; saying something stupid. 
Why aren’t you yelling at your friends at @Chevron @exxonmobil @Conoco ? https://t.co/jTJ0wCzteD",Bettie_PaigeFan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9994235038757324}]",NEGATIVE,0.9994235038757324,,,,,,
2022-06-06 23:29:27+00:00,1533954249717174273,"How Rockefeller's Standard Oil Trust became Chevron, ExxonMobil, BP and Marathon 
https://t.co/HxCE09yWv2",DailyMNews,0.0,"[{'label': 'NEGATIVE', 'score': 0.9691257476806641}]",NEGATIVE,0.9691257476806641,,,,,,
2022-06-06 23:28:23+00:00,1533953980778221569,"Oil Profits for @Shell @exxonmobil @Chevron @bp_America. Proof US Oil Companies are artificially inflating gas prices, extorting #American citizens

#FNN #oil #gas #inflation #prices https://t.co/p2D35S8W5o",FreedmenNews,3.0,"[{'label': 'NEGATIVE', 'score': 0.9985445737838745}]",NEGATIVE,0.9985445737838745,,,,,,
2022-06-06 23:10:08+00:00,1533949391475712000,@ensvision havoline.eth- major oil brand and automobile racing sponsor owned by @chevron. Already have the sub domains racing.havoline.eth and chevron.havoline.eth registered.,mmmaaaatt,1.0,"[{'label': 'NEGATIVE', 'score': 0.9675338864326477}]",NEGATIVE,0.9675338864326477,,,,,,
2022-06-06 22:59:54+00:00,1533946812343664641,The DisGraziato Group-Chevron to get  oil from Venezuela https://t.co/aB1zSITUex,DetectiveNolan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9949835538864136}]",NEGATIVE,0.9949835538864136,,,,,,
2022-06-06 22:51:46+00:00,1533944768979271680,"When the news networks do a story on high gas prices they should start the story with⬇️

Big Oil has been making historic profits. In the first three months of 2022, ExxonMobil pocketed $5.5 billion after taxes; Chevron gained $6.3 billion; and ConocoPhillips made $5.8 billion.",k_linkov08,5.0,"[{'label': 'POSITIVE', 'score': 0.87668776512146}]",POSITIVE,0.87668776512146,,,,,,
2022-06-06 22:49:56+00:00,1533944306762924033,"How Rockefeller’s Standard Oil Trust became Chevron, ExxonMobil, BP and Marathon https://t.co/BdsD6qgpAn",Manilal43994472,0.0,"[{'label': 'NEGATIVE', 'score': 0.9790791273117065}]",NEGATIVE,0.9790791273117065,,,,,,
2022-06-07 23:53:37+00:00,1534322719810113536,Think we need to do to @Chevron @Shell @exxonmobil and all other oil executives what Iceland did to their bankers. Needs to happen fast before they destroy this country. #fuckingslimballs #traitors #criminals,mike_mountains,1.0,"[{'label': 'NEGATIVE', 'score': 0.9989438652992249}]",NEGATIVE,0.9989438652992249,,,,,,
2022-06-07 23:52:26+00:00,1534322421406244864,"@TomCottonAR Yeah. The designers are Board of Directors members at Chevron, Exxon/Mobil, Shell, Occidental, Marathon, Sinclair, and a host of other oil companies using the Russian - Ukranian conflict as a smoke screen to price gouge their customers. And t(R)umpcultlicans support it 100/100.",BZNsailor,0.0,"[{'label': 'NEGATIVE', 'score': 0.6190176606178284}]",NEGATIVE,0.6190176606178284,,,,,,
2022-06-07 23:46:05+00:00,1534320824722792449,"@TomCottonAR I did not know he was the CEO/CFO of Chevron, Exon, Mobile, BP and so many other worldly capitalists oil companies giving him the authority to set prices not just for Americans but for the world!",regina_qrw,0.0,"[{'label': 'POSITIVE', 'score': 0.5374858379364014}]",POSITIVE,0.5374858379364014,,,,,,
2022-06-07 23:41:25+00:00,1534319649147473920,"Oil company Profits 1st. quarter 2022
Source USA Today---Published May 7, 2022
Shell---$9.1 billion
Exxon Mobil---$5.48 billion
British Petroleum---$6.2 billion
Chevron---$6.26 billion
Sinopec {China Petroleum &amp; Chemical Corp.}---$3.45 billion
Phillips 66---$595 million",flyingspghetti,8.0,"[{'label': 'NEGATIVE', 'score': 0.8694336414337158}]",NEGATIVE,0.8694336414337158,,,,,,
2022-06-07 23:29:13+00:00,1534316578556104704,"@Coolfridge2 @HawleyMO The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 300 percent more in profits in the first quarter of 2022 than in the first quarter of 2021. All on the backs of consumers.",iowa_dave,1.0,"[{'label': 'POSITIVE', 'score': 0.8454715609550476}]",POSITIVE,0.8454715609550476,,,,,,
2022-06-07 23:24:16+00:00,1534315332743180293,"@berlinSTOPwar @georgegalloway The areas in yellow are gas fields. They were discovered in 2010. After coup in spring 2014, the western oil companies Exxon, Shell and Chevron secured rights to exploit these. Since Feb24, after start of Russia's military intervention, these companies have left the country.",Kev_____l,0.0,"[{'label': 'NEGATIVE', 'score': 0.9970940351486206}]",NEGATIVE,0.9970940351486206,,,,,,
2022-06-07 23:10:23+00:00,1534311839655514113,"@Chochy949 @25wswanO @bmshake72 @americangirljb it’s still supply and demand; historic slump in oil prices due to little “demand” which threatened Exxon, Chevron etc. They went to Trump who helped them out. Saudi Arabia &amp; Russia cut output by millions bpd. Now, great demand so production has to go up, S&amp;D.",beachlvr_128,0.0,"[{'label': 'NEGATIVE', 'score': 0.9907615780830383}]",NEGATIVE,0.9907615780830383,,,,,,
2022-06-07 22:58:50+00:00,1534308931757035521,"@SteveDaines @JoeBiden Have you asked one of your corporate overlords, Mike Wirth, CEO of Chevron, why he has NO plans to build any more refineries in spite of the fact that there is plenty of crude oil to refine? Looks to me like this ""crisis"" is manufactured by big oil.
https://t.co/STADFJ7S5E",pat4061,9.0,"[{'label': 'NEGATIVE', 'score': 0.9990444779396057}]",NEGATIVE,0.9990444779396057,,,,,,
2022-06-07 22:55:14+00:00,1534308027364528128,"Adam Laxalt Defends Big Oil While Making Millions At Firm Representing Chevron, Shell https://t.co/b9E5NthxW1",effcons,0.0,"[{'label': 'NEGATIVE', 'score': 0.9017864465713501}]",NEGATIVE,0.9017864465713501,,,,,,
2022-06-07 22:54:50+00:00,1534307926805868544,"@ELChandler5 ""Chevron reported its highest quarterly profit in nearly a decade, while Shell posted its highest earnings ever.""

""Oil companies are increasing production, but they are doing so measuredly, given the pressure they are under from investors...""

https://t.co/1UdGLSVdgf",ken_mcgowan,1.0,"[{'label': 'POSITIVE', 'score': 0.9664568901062012}]",POSITIVE,0.9664568901062012,,,,,,
2022-06-08 23:52:39+00:00,1534684863839686658,"@AirNG4blu @Chevron I’m sorry you were totally Bamboozled about climate change but many Americans believe oil production and renewable energy can work together to make the world a better place, renewable by itself will support the world economy",Capt40oz,0.0,"[{'label': 'POSITIVE', 'score': 0.8549489974975586}]",POSITIVE,0.8549489974975586,,,,,,
2022-06-08 23:51:05+00:00,1534684470196023297,"The top five oil companies alone—Shell, ExxonMobil, BP, Chevron, and ConocoPhillips—brought in more than 300 percent more in profits than in the first quarter of 2021. That is a total of more than $35 billion in profits in just three months. In fact, these five",JanetRe36733467,0.0,"[{'label': 'POSITIVE', 'score': 0.9876406788825989}]",POSITIVE,0.9876406788825989,,,,,,
2022-06-08 23:45:29+00:00,1534683061929099264,"During the first quarter of this year, according to Blumenthal, the five top oil companies — Chevron, ExxonMobil, BP, Shell and ConocoPhillips — reported profits 300% higher, or about $35 billion, than the first quarter of last year.",JanetRe36733467,0.0,"[{'label': 'POSITIVE', 'score': 0.9895909428596497}]",POSITIVE,0.9895909428596497,,,,,,
2022-06-08 22:53:34+00:00,1534669994532802560,"#Stocks Why Chevron, Devon Energy, and Marathon Oil Stocks Exploded in May https://t.co/BjNEkQlDwt",bitcoinpressuk,0.0,"[{'label': 'NEGATIVE', 'score': 0.9960098266601562}]",NEGATIVE,0.9960098266601562,,,,,,
2022-06-08 22:35:04+00:00,1534665338712772608,"Why Chevron, Devon Energy, and Marathon Oil Stocks Exploded in May - The Motley Fool https://t.co/6kL14qYmK0",stockexamen,0.0,"[{'label': 'NEGATIVE', 'score': 0.9991175532341003}]",NEGATIVE,0.9991175532341003,,,,,,
2022-06-08 22:28:00+00:00,1534663560466468866,"As gas prices in CT hit $5 a gallon, @SenBlumenthal targets oil companies’ billion-dollar profits. ""During the 1st quarter of this year...Chevron, ExxonMobil, BP, Shell and ConocoPhillips - reported profits 300% higher...than the quarter of last year."" https://t.co/JAXf78uSYn",TargetedRI,0.0,"[{'label': 'NEGATIVE', 'score': 0.9062505960464478}]",NEGATIVE,0.9062505960464478,,,,,,
2022-06-08 22:23:14+00:00,1534662362623524864,"Yep!

Mike Wirth, the CEO of oil giant Chevron, who recently told Bloomberg TV that there's not enough refining capacity to meet the demand for gasoline &amp; diesel because no new refinery will ever be built in the U.S. again.",RGlobalism,0.0,"[{'label': 'NEGATIVE', 'score': 0.9973893761634827}]",NEGATIVE,0.9973893761634827,,,,,,
2022-06-08 22:16:55+00:00,1534660773141676033,"@crashcanuck @LissaNKakashi @Chevron Do you live in a cave or a hole? Oil companies made more in the first quarter than the last 2 years prior. It’s called gas gouging, and unless Republicans (who are blocking everything) do so YES voting, it will stay that way till fall.",GetitdoneJ,3.0,"[{'label': 'NEGATIVE', 'score': 0.9982770681381226}]",NEGATIVE,0.9982770681381226,,,,,,
